probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,formatted_question_5shot
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what quantity do the authors use to rescale the rotation angle for the $i^{th}$ RoPE dimension?","$\mathbb{I}(\hat{\lambda}_{i},\hat{n})$",(E),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what quantity do the authors use to rescale the rotation angle for the $i^{th}$ RoPE dimension?
(A) $\hat{n}$
(B) $\theta_i = 10000^{-2i/d}$
(C) $\hat{\lambda}_{i}$
(D) $\frac{n}{\beta^i}$
(E) $\mathbb{I}(\hat{\lambda}_{i},\hat{n})$",$\hat{n}$,$\theta_i = 10000^{-2i/d}$,$\hat{\lambda}_{i}$,$\frac{n}{\beta^i}$,"$\mathbb{I}(\hat{\lambda}_{i},\hat{n})$","[""$\\hat{n}$"", ""$\\theta_i = 10000^{-2i/d}$"", ""$\\hat{\\lambda}_{i}$"", ""$\\frac{n}{\\beta^i}$""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the quantity the authors use to rescale the rotation angle for the $i^{th}$ RoPE dimension is $\mathbb{I}(\hat{\lambda}_{i},\hat{n})$","Specifically, we use $\mathbb{I}(\hat{\lambda}_{i},\hat{n})$  to rescale the rotation angle for the $i^{th}$ RoPE dimension, where $\hat\lambda_{i}$ is the rescale factor and $\hat{n}$ is token position threshold.",LongRoPE,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what quantity do the authors use to rescale the rotation angle for the $i^{th}$ RoPE dimension?
(A) $\hat{n}$
(B) $\theta_i = 10000^{-2i/d}$
(C) $\hat{\lambda}_{i}$
(D) $\frac{n}{\beta^i}$
(E) $\mathbb{I}(\hat{\lambda}_{i},\hat{n})$"
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", which three RoPE rescale methods are added as individuals to the initial population instead of initializing $P$ rescale factors randomly?","PI, NTK, and YaRN.",(C),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", which three RoPE rescale methods are added as individuals to the initial population instead of initializing $P$ rescale factors randomly?
(A) PI, ALiBi, and YaRN.
(B) ALiBi, XPos, and NoPE.
(C) PI, NTK, and YaRN.
(D) PI, NTK, and the original RoPE embedding.
(E) NTK, XPos, and YaRN.","PI, ALiBi, and YaRN.","ALiBi, XPos, and NoPE.","PI, NTK, and YaRN.","PI, NTK, and the original RoPE embedding.","NTK, XPos, and YaRN.","[""PI, ALiBi, and YaRN."", ""ALiBi, XPos, and NoPE."", ""PI, NTK, and the original RoPE embedding."", ""NTK, XPos, and YaRN.""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the three methods whose RoPE rescale factors are added as individuals to the initial population are PI, NTK, and YaRN.","Instead of initializing a population  of $P$ rescale factors randomly, we add the three RoPE rescale factors corresponding to PI, NTK, and YaRN as individuals into the initial population.",LongRoPE,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", which three RoPE rescale methods are added as individuals to the initial population instead of initializing $P$ rescale factors randomly?
(A) PI, ALiBi, and YaRN.
(B) ALiBi, XPos, and NoPE.
(C) PI, NTK, and YaRN.
(D) PI, NTK, and the original RoPE embedding.
(E) NTK, XPos, and YaRN."
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the search procedure for RoPE rescale factors, what is done to generate the remaining $P$-3 individuals after adding the three individuals corresponding to PI, NTK, and YaRN?",randomly mutate the three rescale factors with a probability of $p$.,(B),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the search procedure for RoPE rescale factors, what is done to generate the remaining $P$-3 individuals after adding the three individuals corresponding to PI, NTK, and YaRN?
(A) enforce a monotonically non-decreasing ordering on the three rescale factors before adding each new individual.
(B) randomly mutate the three rescale factors with a probability of $p$.
(C) sample the three rescale factors uniformly at random from the full search space for each of the remaining individuals.
(D) optimize the three rescale factors with Bayesian optimization for P-3 trials instead of using mutation.
(E) select the lowest-perplexity PI, NTK, and YaRN variants and clone them to fill the remaining P-3 slots.",enforce a monotonically non-decreasing ordering on the three rescale factors before adding each new individual.,randomly mutate the three rescale factors with a probability of $p$.,sample the three rescale factors uniformly at random from the full search space for each of the remaining individuals.,optimize the three rescale factors with Bayesian optimization for P-3 trials instead of using mutation.,"select the lowest-perplexity PI, NTK, and YaRN variants and clone them to fill the remaining P-3 slots.","[""enforce a monotonically non-decreasing ordering on the three rescale factors before adding each new individual."", ""sample the three rescale factors uniformly at random from the full search space for each of the remaining individuals."", ""optimize the three rescale factors with Bayesian optimization for P-3 trials instead of using mutation."", ""select the lowest-perplexity PI, NTK, and YaRN variants and clone them to fill the remaining P-3 slots.""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", after adding the PI, NTK, and YaRN individuals, the authors generate the remaining $P$-3 individuals by having them randomly mutate the three rescale factors with a probability of $p$.","For the remaining $P$-3 individuals, we randomly mutate the three rescale factors with a probability of $p$.",LongRoPE,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the search procedure for RoPE rescale factors, what is done to generate the remaining $P$-3 individuals after adding the three individuals corresponding to PI, NTK, and YaRN?
(A) enforce a monotonically non-decreasing ordering on the three rescale factors before adding each new individual.
(B) randomly mutate the three rescale factors with a probability of $p$.
(C) sample the three rescale factors uniformly at random from the full search space for each of the remaining individuals.
(D) optimize the three rescale factors with Bayesian optimization for P-3 trials instead of using mutation.
(E) select the lowest-perplexity PI, NTK, and YaRN variants and clone them to fill the remaining P-3 slots."
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the discussion of 8× extension without fine-tuning, what metric is reported to spike after 2× extension when using existing methods such as PI, non-uniform NTK, and YaRN?",perplexity.,(E),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the discussion of 8× extension without fine-tuning, what metric is reported to spike after 2× extension when using existing methods such as PI, non-uniform NTK, and YaRN?
(A) retrieval accuracy.
(B) cross-entropy loss.
(C) interpolation-induced information loss.
(D) BLEU score.
(E) perplexity.",retrieval accuracy.,cross-entropy loss.,interpolation-induced information loss.,BLEU score.,perplexity.,"[""retrieval accuracy."", ""cross-entropy loss."", ""interpolation-induced information loss."", ""BLEU score.""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the discussion of 8× extension without fine-tuning, the metric reported to spike after 2× extension when using existing methods such as PI, non-uniform NTK, and YaRN is perplexity.","In contrast, existing methods such as PI, and non-uniform NTK and YaRN cause perplexity to spike after 2$\times$ extension.",LongRoPE,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the discussion of 8× extension without fine-tuning, what metric is reported to spike after 2× extension when using existing methods such as PI, non-uniform NTK, and YaRN?
(A) retrieval accuracy.
(B) cross-entropy loss.
(C) interpolation-induced information loss.
(D) BLEU score.
(E) perplexity."
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the authors’ 8$\times$ extension without fine-tuning, what does their evolutionary search effectively identify in order to preserve key dimensions and positions and minimize interpolation-induced information loss?",non-uniform RoPE rescale factors.,(D),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the authors’ 8$\times$ extension without fine-tuning, what does their evolutionary search effectively identify in order to preserve key dimensions and positions and minimize interpolation-induced information loss?
(A) uniform RoPE rescale factors.
(B) NTK-aware rotary base frequencies.
(C) monotonic interpolation constraints.
(D) non-uniform RoPE rescale factors.
(E) sparse-attention routing patterns.",uniform RoPE rescale factors.,NTK-aware rotary base frequencies.,monotonic interpolation constraints.,non-uniform RoPE rescale factors.,sparse-attention routing patterns.,"[""uniform RoPE rescale factors."", ""NTK-aware rotary base frequencies."", ""monotonic interpolation constraints."", ""sparse-attention routing patterns.""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the authors’ 8$\times$ extension without fine-tuning, their evolutionary search effectively identifies, in order to preserve key dimensions and positions and minimize interpolation-induced information loss, non-uniform RoPE rescale factors.","Our evolutionary search  effectively identifies non-uniform RoPE rescale factors, preserving key dimensions and positions to minimize interpolation-induced information loss.",LongRoPE,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the authors’ 8$\times$ extension without fine-tuning, what does their evolutionary search effectively identify in order to preserve key dimensions and positions and minimize interpolation-induced information loss?
(A) uniform RoPE rescale factors.
(B) NTK-aware rotary base frequencies.
(C) monotonic interpolation constraints.
(D) non-uniform RoPE rescale factors.
(E) sparse-attention routing patterns."
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when imposing the monotonicity constraint on the sampled RoPE rescaled factors for perplexity evaluation, over what range of indices does the RoPE dimension index $i$ vary?","$i$=0,...,63.",(A),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when imposing the monotonicity constraint on the sampled RoPE rescaled factors for perplexity evaluation, over what range of indices does the RoPE dimension index $i$ vary?
(A) $i$=0,...,63.
(B) $i$=0,...,127.
(C) $i$=0,...,$L'-1$.
(D) $i$=1,...,64.
(E) $i$=0,...,31.","$i$=0,...,63.","$i$=0,...,127.","$i$=0,...,$L'-1$.","$i$=1,...,64.","$i$=0,...,31.","[""$i$=0,...,127."", ""$i$=0,...,$L'-1$."", ""$i$=1,...,64."", ""$i$=0,...,31.""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the monotonicity constraint on the sampled RoPE rescaled factors for perplexity evaluation, the RoPE dimension index varies over $i$=0,...,63.","Specifically,   we require that $\lambda_i$ increases monotonically with the RoPE dimension (i.e., $i$=0,...,63).",LongRoPE,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when imposing the monotonicity constraint on the sampled RoPE rescaled factors for perplexity evaluation, over what range of indices does the RoPE dimension index $i$ vary?
(A) $i$=0,...,63.
(B) $i$=0,...,127.
(C) $i$=0,...,$L'-1$.
(D) $i$=1,...,64.
(E) $i$=0,...,31."
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the search algorithm used for perplexity evaluation, how are the sampled RoPE rescaled factors $\lambda_i$ required to vary with the RoPE dimension $i=0,\ldots,63$?",increases monotonically.,(C),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the search algorithm used for perplexity evaluation, how are the sampled RoPE rescaled factors $\lambda_i$ required to vary with the RoPE dimension $i=0,\ldots,63$?
(A) decreases monotonically.
(B) is sampled independently for each dimension without any ordering constraint.
(C) increases monotonically.
(D) remains constant across dimensions.
(E) follows a sinusoidal positional-frequency schedule.",decreases monotonically.,is sampled independently for each dimension without any ordering constraint.,increases monotonically.,remains constant across dimensions.,follows a sinusoidal positional-frequency schedule.,"[""decreases monotonically."", ""is sampled independently for each dimension without any ordering constraint."", ""remains constant across dimensions."", ""follows a sinusoidal positional-frequency schedule.""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the search algorithm used for perplexity evaluation, the sampled RoPE rescaled factors $\lambda_i$ are required to vary with the RoPE dimension $i=0,\ldots,63$, and this variation increases monotonically.","Specifically,   we require that $\lambda_i$ increases monotonically with the RoPE dimension (i.e., $i$=0,...,63).",LongRoPE,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the search algorithm used for perplexity evaluation, how are the sampled RoPE rescaled factors $\lambda_i$ required to vary with the RoPE dimension $i=0,\ldots,63$?
(A) decreases monotonically.
(B) is sampled independently for each dimension without any ordering constraint.
(C) increases monotonically.
(D) remains constant across dimensions.
(E) follows a sinusoidal positional-frequency schedule."
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the evolution search procedure, what are included as individuals in the initial population instead of randomly initializing a population of $P$ rescale factors?","the three RoPE rescale factors corresponding to PI, NTK, and YaRN",(A),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the evolution search procedure, what are included as individuals in the initial population instead of randomly initializing a population of $P$ rescale factors?
(A) the three RoPE rescale factors corresponding to PI, NTK, and YaRN
(B) the best three rescale factors retained from the previous evolution generation
(C) the $P$ RoPE rescale factors with the lowest perplexity from a preliminary grid search
(D) the three RoPE rescale factors corresponding to ALiBi, XPos, and T5 relative position bias
(E) a uniformly spaced set of $P$ rescale factors spanning the full search space","the three RoPE rescale factors corresponding to PI, NTK, and YaRN",the best three rescale factors retained from the previous evolution generation,the $P$ RoPE rescale factors with the lowest perplexity from a preliminary grid search,"the three RoPE rescale factors corresponding to ALiBi, XPos, and T5 relative position bias",a uniformly spaced set of $P$ rescale factors spanning the full search space,"[""the best three rescale factors retained from the previous evolution generation"", ""the $P$ RoPE rescale factors with the lowest perplexity from a preliminary grid search"", ""the three RoPE rescale factors corresponding to ALiBi, XPos, and T5 relative position bias"", ""a uniformly spaced set of $P$ rescale factors spanning the full search space""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the evolution search procedure, the initial population includes, instead of a randomly initialized population of $P$ rescale factors, the three RoPE rescale factors corresponding to PI, NTK, and YaRN","Instead of initializing a population  of $P$ rescale factors randomly, we add the three RoPE rescale factors corresponding to PI, NTK, and YaRN as individuals into the initial population.",LongRoPE,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the evolution search procedure, what are included as individuals in the initial population instead of randomly initializing a population of $P$ rescale factors?
(A) the three RoPE rescale factors corresponding to PI, NTK, and YaRN
(B) the best three rescale factors retained from the previous evolution generation
(C) the $P$ RoPE rescale factors with the lowest perplexity from a preliminary grid search
(D) the three RoPE rescale factors corresponding to ALiBi, XPos, and T5 relative position bias
(E) a uniformly spaced set of $P$ rescale factors spanning the full search space"
"In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what kind of information loss does the authors' evolutionary search aim to minimize by preserving key dimensions and positions when identifying non-uniform RoPE rescale factors?",interpolation-induced information loss.,(B),"In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what kind of information loss does the authors' evolutionary search aim to minimize by preserving key dimensions and positions when identifying non-uniform RoPE rescale factors?
(A) quadratic attention memory overhead.
(B) interpolation-induced information loss.
(C) fine-tuning-induced catastrophic forgetting.
(D) monotonicity-constraint violations.
(E) position-encoding frequency aliasing.",quadratic attention memory overhead.,interpolation-induced information loss.,fine-tuning-induced catastrophic forgetting.,monotonicity-constraint violations.,position-encoding frequency aliasing.,"[""quadratic attention memory overhead."", ""fine-tuning-induced catastrophic forgetting."", ""monotonicity-constraint violations."", ""position-encoding frequency aliasing.""]","In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the authors' evolutionary search aims to minimize interpolation-induced information loss.","Our evolutionary search  effectively identifies non-uniform RoPE rescale factors, preserving key dimensions and positions to minimize interpolation-induced information loss.",LongRoPE,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what kind of information loss does the authors' evolutionary search aim to minimize by preserving key dimensions and positions when identifying non-uniform RoPE rescale factors?
(A) quadratic attention memory overhead.
(B) interpolation-induced information loss.
(C) fine-tuning-induced catastrophic forgetting.
(D) monotonicity-constraint violations.
(E) position-encoding frequency aliasing."
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the authors say that the dimensional monotonicity constraint on the sampled RoPE rescaled factors is based on what theory?",NTK theory.,(D),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the authors say that the dimensional monotonicity constraint on the sampled RoPE rescaled factors is based on what theory?
(A) information bottleneck theory.
(B) kernel ridge regression theory.
(C) perplexity-guided evolutionary search.
(D) NTK theory.
(E) positional interpolation heuristics.",information bottleneck theory.,kernel ridge regression theory.,perplexity-guided evolutionary search.,NTK theory.,positional interpolation heuristics.,"[""information bottleneck theory."", ""kernel ridge regression theory."", ""perplexity-guided evolutionary search."", ""positional interpolation heuristics.""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the authors say that the dimensional monotonicity constraint on the sampled RoPE rescaled factors is based on NTK theory.","This dimensional monotonicity is based on the NTK theory~\cite{jacot2018neural,tancik2020fourier,ntk}, suggesting that lower dimensions with higher frequency requires less interpolation (i.e., a smaller $\lambda_i$), and higher dimensions with lower frequency can do more interpolation (i.e.,  a larger $\lambda_i$).",LongRoPE,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the authors say that the dimensional monotonicity constraint on the sampled RoPE rescaled factors is based on what theory?
(A) information bottleneck theory.
(B) kernel ridge regression theory.
(C) perplexity-guided evolutionary search.
(D) NTK theory.
(E) positional interpolation heuristics."
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what target context window size does the efficient, progressive method achieve with just 1k fine-tuning steps while training within a 256k length?",2048k.,(C),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what target context window size does the efficient, progressive method achieve with just 1k fine-tuning steps while training within a 256k length?
(A) 4096k.
(B) 1024k.
(C) 2048k.
(D) 256k.
(E) 512k.",4096k.,1024k.,2048k.,256k.,512k.,"[""4096k."", ""1024k."", ""256k."", ""512k.""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the target context window that the progressive method achieves with 1k fine-tuning steps and training lengths within 256k is 2048k.","Therefore, we introduce an efficient, progressive method that achieves the target 2048k with just 1k fine-tuning steps at within 256k training length.",LongRoPE,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what target context window size does the efficient, progressive method achieve with just 1k fine-tuning steps while training within a 256k length?
(A) 4096k.
(B) 1024k.
(C) 2048k.
(D) 256k.
(E) 512k."
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what extension can the authors' non-uniform positional interpolation achieve without fine-tuning?",8$\times$.,(A),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what extension can the authors' non-uniform positional interpolation achieve without fine-tuning?
(A) 8$\times$.
(B) 512$\times$.
(C) 2$\times$.
(D) 4$\times$.
(E) 16$\times$.",8$\times$.,512$\times$.,2$\times$.,4$\times$.,16$\times$.,"[""512$\\times$."", ""2$\\times$."", ""4$\\times$."", ""16$\\times$.""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the extension that the authors' non-uniform positional interpolation can achieve without fine-tuning is 8$\times$.","As demonstrated, our non-uniform positional interpolation can achieve 8$\times$ extension without fine-tuning.",LongRoPE,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what extension can the authors' non-uniform positional interpolation achieve without fine-tuning?
(A) 8$\times$.
(B) 512$\times$.
(C) 2$\times$.
(D) 4$\times$.
(E) 16$\times$."
