probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,formatted_question_5shot
"According to the opinion in ""George Santos v. James C. Kimmel,"" in the court’s discussion of whether the videos were transformative for fair-use purposes, what would a reasonable observer not think the videos conveyed?",not a willingness to say absurd things for money.,(D),"According to the opinion in ""George Santos v. James C. Kimmel,"" in the court’s discussion of whether the videos were transformative for fair-use purposes, what would a reasonable observer not think the videos conveyed?
(A) not an implied endorsement of Kimmel’s late-night program.
(B) not a critique of Kimmel’s false representations and alleged bad faith.
(C) not a parody of inspirational messaging for comedic effect.
(D) not a willingness to say absurd things for money.
(E) not a commentary on Santos’s original purpose in making the videos.",not an implied endorsement of Kimmel’s late-night program.,not a critique of Kimmel’s false representations and alleged bad faith.,not a parody of inspirational messaging for comedic effect.,not a willingness to say absurd things for money.,not a commentary on Santos’s original purpose in making the videos.,"[""not a commentary on Santos\u2019s original purpose in making the videos."", ""not a parody of inspirational messaging for comedic effect."", ""not a critique of Kimmel\u2019s false representations and alleged bad faith."", ""not an implied endorsement of Kimmel\u2019s late-night program.""]","According to the opinion in ""Santos v. Kimmel"", during its discussion of whether the videos were transformative for fair-use purposes, the court said a reasonable observer would think the videos conveyed ""feelings of hope, strength, perseverance, encouragement, and positivity,"" not a willingness to say absurd things for money.","As Santos’s original allegation acknowledges, a reasonable observer here would think the videos conveyed “feelings of hope, strength, perseverance, encouragement, and positivity,” not a willingness to say absurd things for money.",I. Copyright Infringement and Fair Use,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""George Santos v. James C. Kimmel,"" in the court’s discussion of whether the videos were transformative for fair-use purposes, what would a reasonable observer not think the videos conveyed?
(A) not an implied endorsement of Kimmel’s late-night program.
(B) not a critique of Kimmel’s false representations and alleged bad faith.
(C) not a parody of inspirational messaging for comedic effect.
(D) not a willingness to say absurd things for money.
(E) not a commentary on Santos’s original purpose in making the videos."
"According to the opinion in ""George Santos v. James C. Kimmel"", the court discussed Santos’s argument that Kimmel’s alleged false representations defeated the fair use defense. In which case did the Supreme Court state that ""fair use presupposes good faith and fair dealing""?",Harper & Row,(C),"According to the opinion in ""George Santos v. James C. Kimmel"", the court discussed Santos’s argument that Kimmel’s alleged false representations defeated the fair use defense. In which case did the Supreme Court state that ""fair use presupposes good faith and fair dealing""?
(A) Google LLC v. Oracle America, Inc.
(B) Campbell v. Acuff-Rose Music, Inc.
(C) Harper & Row
(D) Warhol Found. for Visual Arts, Inc. v. Goldsmith
(E) Sony Corp. of America v. Universal City Studios, Inc.","Google LLC v. Oracle America, Inc.","Campbell v. Acuff-Rose Music, Inc.",Harper & Row,"Warhol Found. for Visual Arts, Inc. v. Goldsmith","Sony Corp. of America v. Universal City Studios, Inc.","[""Warhol Found. for Visual Arts, Inc. v. Goldsmith"", ""Campbell v. Acuff-Rose Music, Inc."", ""Google LLC v. Oracle America, Inc."", ""Sony Corp. of America v. Universal City Studios, Inc.""]","According to the opinion in ""Santos v. Kimmel"", the court discussed Santos’s argument that Kimmel’s alleged false representations defeated the fair use defense and noted the Supreme Court's statement in Harper & Row",It is true that the Supreme Court stated in Harper & Row that “[f]air use presupposes good faith and fair dealing.”,I. Copyright Infringement and Fair Use,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""George Santos v. James C. Kimmel"", the court discussed Santos’s argument that Kimmel’s alleged false representations defeated the fair use defense. In which case did the Supreme Court state that ""fair use presupposes good faith and fair dealing""?
(A) Google LLC v. Oracle America, Inc.
(B) Campbell v. Acuff-Rose Music, Inc.
(C) Harper & Row
(D) Warhol Found. for Visual Arts, Inc. v. Goldsmith
(E) Sony Corp. of America v. Universal City Studios, Inc."
"In the case ""George Santos v. James C. Kimmel"", the District Court dismissed Santos’s state law claims for breach of contract and breach of implied contract as preempted by the Copyright Act. According to the opinion, how does Santos describe those claims in relation to a copyright infringement claim when arguing that they are not preempted?",“qualitatively different from a copyright infringement claim”,(E),"In the case ""George Santos v. James C. Kimmel"", the District Court dismissed Santos’s state law claims for breach of contract and breach of implied contract as preempted by the Copyright Act. According to the opinion, how does Santos describe those claims in relation to a copyright infringement claim when arguing that they are not preempted?
(A) inseparable from his fraudulent inducement claim
(B) more akin to a Lanham Act unfair competition claim
(C) functionally equivalent to a copyright ownership dispute
(D) outside the subject matter of the Copyright Act
(E) “qualitatively different from a copyright infringement claim”",inseparable from his fraudulent inducement claim,more akin to a Lanham Act unfair competition claim,functionally equivalent to a copyright ownership dispute,outside the subject matter of the Copyright Act,“qualitatively different from a copyright infringement claim”,"[""outside the subject matter of the Copyright Act"", ""inseparable from his fraudulent inducement claim"", ""more akin to a Lanham Act unfair competition claim"", ""functionally equivalent to a copyright ownership dispute""]","According to the opinion in ""Santos v. Kimmel"", when Santos argued that his state law claims for breach of contract and breach of implied contract were not preempted by the Copyright Act, he described those claims as “qualitatively different from a copyright infringement claim”",Santos responds that those claims are “qualitatively different from a copyright infringement claim” and thus not preempted.,II. State Law Claims,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""George Santos v. James C. Kimmel"", the District Court dismissed Santos’s state law claims for breach of contract and breach of implied contract as preempted by the Copyright Act. According to the opinion, how does Santos describe those claims in relation to a copyright infringement claim when arguing that they are not preempted?
(A) inseparable from his fraudulent inducement claim
(B) more akin to a Lanham Act unfair competition claim
(C) functionally equivalent to a copyright ownership dispute
(D) outside the subject matter of the Copyright Act
(E) “qualitatively different from a copyright infringement claim”"
"According to the opinion in ""George Santos v. James C. Kimmel"", Santos argues that Kimmel’s false representations show what, and that this would have what effect on Kimmel’s fair use defense?",demonstrate bad faith and thus nullify the fair use defense.,(C),"According to the opinion in ""George Santos v. James C. Kimmel"", Santos argues that Kimmel’s false representations show what, and that this would have what effect on Kimmel’s fair use defense?
(A) establish a commercial motive and therefore defeat the first fair-use factor as a matter of law.
(B) create a likelihood of consumer confusion and therefore preclude any nominative fair use defense.
(C) demonstrate bad faith and thus nullify the fair use defense.
(D) constitute fraud in the inducement and thus invalidate any consent Santos gave to making the videos.
(E) show the videos were not transformative because a reasonable observer would view them as deceptive impersonations.",establish a commercial motive and therefore defeat the first fair-use factor as a matter of law.,create a likelihood of consumer confusion and therefore preclude any nominative fair use defense.,demonstrate bad faith and thus nullify the fair use defense.,constitute fraud in the inducement and thus invalidate any consent Santos gave to making the videos.,show the videos were not transformative because a reasonable observer would view them as deceptive impersonations.,"[""show the videos were not transformative because a reasonable observer would view them as deceptive impersonations."", ""establish a commercial motive and therefore defeat the first fair-use factor as a matter of law."", ""constitute fraud in the inducement and thus invalidate any consent Santos gave to making the videos."", ""create a likelihood of consumer confusion and therefore preclude any nominative fair use defense.""]","According to the opinion in ""Santos v. Kimmel"", Santos contended that Kimmel’s false representations demonstrate bad faith and thus nullify the fair use defense.",Santos also contends that Kimmel’s false representations demonstrate bad faith and thus nullify the fair use defense.,I. Copyright Infringement and Fair Use,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""George Santos v. James C. Kimmel"", Santos argues that Kimmel’s false representations show what, and that this would have what effect on Kimmel’s fair use defense?
(A) establish a commercial motive and therefore defeat the first fair-use factor as a matter of law.
(B) create a likelihood of consumer confusion and therefore preclude any nominative fair use defense.
(C) demonstrate bad faith and thus nullify the fair use defense.
(D) constitute fraud in the inducement and thus invalidate any consent Santos gave to making the videos.
(E) show the videos were not transformative because a reasonable observer would view them as deceptive impersonations."
"According to the opinion in ""George Santos v. James C. Kimmel"", in the court’s fair-use discussion of whether the videos were transformative, what did Santos’s original allegation say a reasonable observer would think the videos conveyed?","“feelings of hope, strength, perseverance, encouragement, and positivity,”",(E),"According to the opinion in ""George Santos v. James C. Kimmel"", in the court’s fair-use discussion of whether the videos were transformative, what did Santos’s original allegation say a reasonable observer would think the videos conveyed?
(A) “mockery, satire, ridicule, and comic exaggeration,”
(B) “commercial self-promotion, internet virality, and brand building,”
(C) “political commentary, criticism, and social critique,”
(D) “a willingness to say absurd things for money,”
(E) “feelings of hope, strength, perseverance, encouragement, and positivity,”","“mockery, satire, ridicule, and comic exaggeration,”","“commercial self-promotion, internet virality, and brand building,”","“political commentary, criticism, and social critique,”","“a willingness to say absurd things for money,”","“feelings of hope, strength, perseverance, encouragement, and positivity,”","[""\u201ca willingness to say absurd things for money,\u201d"", ""\u201cmockery, satire, ridicule, and comic exaggeration,\u201d"", ""\u201ccommercial self-promotion, internet virality, and brand building,\u201d"", ""\u201cpolitical commentary, criticism, and social critique,\u201d""]","According to the opinion in ""Santos v. Kimmel"", in the court’s fair-use discussion, when addressing whether the videos were transformative, Santos’s original allegation said a reasonable observer would think the videos conveyed “feelings of hope, strength, perseverance, encouragement, and positivity,”","As Santos’s original allegation acknowledges, a reasonable observer here would think the videos conveyed “feelings of hope, strength, perseverance, encouragement, and positivity,” not a willingness to say absurd things for money.",I. Copyright Infringement and Fair Use,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""George Santos v. James C. Kimmel"", in the court’s fair-use discussion of whether the videos were transformative, what did Santos’s original allegation say a reasonable observer would think the videos conveyed?
(A) “mockery, satire, ridicule, and comic exaggeration,”
(B) “commercial self-promotion, internet virality, and brand building,”
(C) “political commentary, criticism, and social critique,”
(D) “a willingness to say absurd things for money,”
(E) “feelings of hope, strength, perseverance, encouragement, and positivity,”"
"In the case ""George Santos v. James C. Kimmel"", the court discussed Santos’s challenges to the District Court’s analysis of the remaining fair-use factors. According to the opinion, what establishes that the videos were published on the same day they were created?",the relevant copyright registrations,(A),"In the case ""George Santos v. James C. Kimmel"", the court discussed Santos’s challenges to the District Court’s analysis of the remaining fair-use factors. According to the opinion, what establishes that the videos were published on the same day they were created?
(A) the relevant copyright registrations
(B) the District Court’s analysis of the remaining fair-use factors
(C) the definition of publication in 17 U.S.C. § 101
(D) the allegations on the face of Santos’s complaint
(E) the Copyright Act’s three-year statute of limitations",the relevant copyright registrations,the District Court’s analysis of the remaining fair-use factors,the definition of publication in 17 U.S.C. § 101,the allegations on the face of Santos’s complaint,the Copyright Act’s three-year statute of limitations,"[""the allegations on the face of Santos\u2019s complaint"", ""the District Court\u2019s analysis of the remaining fair-use factors"", ""the definition of publication in 17 U.S.C. \u00a7 101"", ""the Copyright Act\u2019s three-year statute of limitations""]","According to the opinion in ""Santos v. Kimmel"", the opinion states that the videos were published on the same day they were created, as established by the relevant copyright registrations","Among other things, the relevant copyright registrations establish that the videos were published on the same day they were created.",I. Copyright Infringement and Fair Use,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""George Santos v. James C. Kimmel"", the court discussed Santos’s challenges to the District Court’s analysis of the remaining fair-use factors. According to the opinion, what establishes that the videos were published on the same day they were created?
(A) the relevant copyright registrations
(B) the District Court’s analysis of the remaining fair-use factors
(C) the definition of publication in 17 U.S.C. § 101
(D) the allegations on the face of Santos’s complaint
(E) the Copyright Act’s three-year statute of limitations"
"In the case ""George Santos v. James C. Kimmel"", the opinion discusses Santos’s argument that Kimmel’s false representations should nullify the fair use defense. The court then quotes Harper & Row. What did the Supreme Court say fair use presupposes?",good faith and fair dealing,(B),"In the case ""George Santos v. James C. Kimmel"", the opinion discusses Santos’s argument that Kimmel’s false representations should nullify the fair use defense. The court then quotes Harper & Row. What did the Supreme Court say fair use presupposes?
(A) subjective intent and reasonable perception
(B) good faith and fair dealing
(C) limited copying and minimal market harm
(D) transformative purpose and public benefit
(E) copyright notice and proper attribution",subjective intent and reasonable perception,good faith and fair dealing,limited copying and minimal market harm,transformative purpose and public benefit,copyright notice and proper attribution,"[""transformative purpose and public benefit"", ""subjective intent and reasonable perception"", ""limited copying and minimal market harm"", ""copyright notice and proper attribution""]","According to the opinion in ""Santos v. Kimmel"", after addressing Santos’s argument that Kimmel’s false representations should nullify the fair use defense and quoting Harper & Row, the Supreme Court said fair use presupposes good faith and fair dealing",It is true that the Supreme Court stated in Harper & Row that “[f]air use presupposes good faith and fair dealing.”,I. Copyright Infringement and Fair Use,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""George Santos v. James C. Kimmel"", the opinion discusses Santos’s argument that Kimmel’s false representations should nullify the fair use defense. The court then quotes Harper & Row. What did the Supreme Court say fair use presupposes?
(A) subjective intent and reasonable perception
(B) good faith and fair dealing
(C) limited copying and minimal market harm
(D) transformative purpose and public benefit
(E) copyright notice and proper attribution"
"According to the opinion in ""George Santos v. James C. Kimmel"", Santos appealed the District Court’s dismissal of his state-law contract claims, including his direct breach of contract claim under the Cameo Terms of Service. Under what law do those Terms of Service operate?",Illinois law,(D),"According to the opinion in ""George Santos v. James C. Kimmel"", Santos appealed the District Court’s dismissal of his state-law contract claims, including his direct breach of contract claim under the Cameo Terms of Service. Under what law do those Terms of Service operate?
(A) federal copyright law
(B) California law
(C) Delaware law
(D) Illinois law
(E) New York law",federal copyright law,California law,Delaware law,Illinois law,New York law,"[""New York law"", ""federal copyright law"", ""California law"", ""Delaware law""]","According to the opinion in ""Santos v. Kimmel"", the Cameo Terms of Service under which Santos brought his direct breach of contract claim are governed by Illinois law","Under Illinois law, which governs the Terms of Service, there is a “strong presumption against conferring benefits to noncontracting third parties.”",II. State Law Claims,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""George Santos v. James C. Kimmel"", Santos appealed the District Court’s dismissal of his state-law contract claims, including his direct breach of contract claim under the Cameo Terms of Service. Under what law do those Terms of Service operate?
(A) federal copyright law
(B) California law
(C) Delaware law
(D) Illinois law
(E) New York law"
"According to the opinion in ""George Santos v. James C. Kimmel"", in this copyright action the court considered the fair-use defense under the Copyright Act. Which fair-use factor did the court agree strongly supports a finding of fair use?",the first factor strongly supports a finding of fair use.,(C),"According to the opinion in ""George Santos v. James C. Kimmel"", in this copyright action the court considered the fair-use defense under the Copyright Act. Which fair-use factor did the court agree strongly supports a finding of fair use?
(A) the fourth factor was dispositive because the complaint alleged clear market substitution and harm.
(B) the videos were largely uncopyrightable ideas or facts, making the fair-use analysis unnecessary.
(C) the first factor strongly supports a finding of fair use.
(D) the defendants’ purpose was to supplant Santos’s commercially valuable right in the videos.
(E) fair use presupposes good faith and fair dealing on the defendants’ part.",the fourth factor was dispositive because the complaint alleged clear market substitution and harm.,"the videos were largely uncopyrightable ideas or facts, making the fair-use analysis unnecessary.",the first factor strongly supports a finding of fair use.,the defendants’ purpose was to supplant Santos’s commercially valuable right in the videos.,fair use presupposes good faith and fair dealing on the defendants’ part.,"[""fair use presupposes good faith and fair dealing on the defendants\u2019 part."", ""the defendants\u2019 purpose was to supplant Santos\u2019s commercially valuable right in the videos."", ""the fourth factor was dispositive because the complaint alleged clear market substitution and harm."", ""the videos were largely uncopyrightable ideas or facts, making the fair-use analysis unnecessary.""]","According to the opinion in ""Santos v. Kimmel"", in the copyright action, the court considered the fair-use defense under the Copyright Act and agreed that the first factor strongly supports a finding of fair use.",We thus agree with the District Court that the first factor strongly supports a finding of fair use.,I. Copyright Infringement and Fair Use,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""George Santos v. James C. Kimmel"", in this copyright action the court considered the fair-use defense under the Copyright Act. Which fair-use factor did the court agree strongly supports a finding of fair use?
(A) the fourth factor was dispositive because the complaint alleged clear market substitution and harm.
(B) the videos were largely uncopyrightable ideas or facts, making the fair-use analysis unnecessary.
(C) the first factor strongly supports a finding of fair use.
(D) the defendants’ purpose was to supplant Santos’s commercially valuable right in the videos.
(E) fair use presupposes good faith and fair dealing on the defendants’ part."
"In the case ""George Santos v. James C. Kimmel"", the Second Circuit was discussing Santos’s direct breach of contract claim under the Cameo Terms of Service, which are governed by Illinois law. Under that law, what does Illinois have a strong presumption against conferring benefits to?",noncontracting third parties.,(B),"In the case ""George Santos v. James C. Kimmel"", the Second Circuit was discussing Santos’s direct breach of contract claim under the Cameo Terms of Service, which are governed by Illinois law. Under that law, what does Illinois have a strong presumption against conferring benefits to?
(A) the general public.
(B) noncontracting third parties.
(C) platform users and subscribers.
(D) incidental beneficiaries.
(E) copyright holders.",the general public.,noncontracting third parties.,platform users and subscribers.,incidental beneficiaries.,copyright holders.,"[""incidental beneficiaries."", ""platform users and subscribers."", ""copyright holders."", ""the general public.""]","According to the opinion in ""Santos v. Kimmel"", while discussing Santos’s direct breach of contract claim under the Cameo Terms of Service governed by Illinois law, the Second Circuit noted that Illinois has a strong presumption against conferring benefits to noncontracting third parties.","Under Illinois law, which governs the Terms of Service, there is a “strong presumption against conferring benefits to noncontracting third parties.”",II. State Law Claims,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""George Santos v. James C. Kimmel"", the Second Circuit was discussing Santos’s direct breach of contract claim under the Cameo Terms of Service, which are governed by Illinois law. Under that law, what does Illinois have a strong presumption against conferring benefits to?
(A) the general public.
(B) noncontracting third parties.
(C) platform users and subscribers.
(D) incidental beneficiaries.
(E) copyright holders."
"According to the opinion in ""George Santos v. James C. Kimmel"", the court is addressing Santos’s state-law implied-in-fact contract claim under York law. What do courts consider to determine whether such a contract was formed and, if so, the extent of its terms?",the intent of the parties and the surrounding circumstances.,(E),"According to the opinion in ""George Santos v. James C. Kimmel"", the court is addressing Santos’s state-law implied-in-fact contract claim under York law. What do courts consider to determine whether such a contract was formed and, if so, the extent of its terms?
(A) the reasonable expectations of noncontracting parties and broader consumer-protection policy concerns.
(B) offer, acceptance, and consideration as established by formal written manifestations of assent.
(C) the plain language of the Terms of Service and any explicit third-party beneficiary provisions.
(D) the existence of an express declaration extending the agreement’s provisions to third parties.
(E) the intent of the parties and the surrounding circumstances.",the reasonable expectations of noncontracting parties and broader consumer-protection policy concerns.,"offer, acceptance, and consideration as established by formal written manifestations of assent.",the plain language of the Terms of Service and any explicit third-party beneficiary provisions.,the existence of an express declaration extending the agreement’s provisions to third parties.,the intent of the parties and the surrounding circumstances.,"[""the existence of an express declaration extending the agreement\u2019s provisions to third parties."", ""the plain language of the Terms of Service and any explicit third-party beneficiary provisions."", ""offer, acceptance, and consideration as established by formal written manifestations of assent."", ""the reasonable expectations of noncontracting parties and broader consumer-protection policy concerns.""]","According to the opinion in ""Santos v. Kimmel"", for Santos’s implied-in-fact contract claim under New York law, courts determine whether such a contract was formed, and the extent of its terms, by considering the intent of the parties and the surrounding circumstances.","York law, which governs this claim, we consider “the intent of the parties and the surrounding circumstances” to determine “[w]hether an implied-in-fact contract was formed and, if so, the extent of its terms.”",II. State Law Claims,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""George Santos v. James C. Kimmel"", the court is addressing Santos’s state-law implied-in-fact contract claim under York law. What do courts consider to determine whether such a contract was formed and, if so, the extent of its terms?
(A) the reasonable expectations of noncontracting parties and broader consumer-protection policy concerns.
(B) offer, acceptance, and consideration as established by formal written manifestations of assent.
(C) the plain language of the Terms of Service and any explicit third-party beneficiary provisions.
(D) the existence of an express declaration extending the agreement’s provisions to third parties.
(E) the intent of the parties and the surrounding circumstances."
