domain,probe_index,old_target_words,new_target_words,decision,accepted,validation_status,split_word_index,old_probe,old_target,new_probe,new_target,fact,reason
Pacito_v_Trump,59,22,11,ACCEPT,True,accepted,11,"In Pacito v. Trump, after agreeing that the President had authority to impose a moratorium on refugee admissions and that the district court’s injunction on admissions should be stayed, Judge Lee said he and the majority departed on whether", the federal government has a legal duty to provide services to those who were recently admitted before the suspension went into effect.,"In Pacito v. Trump, after agreeing that the President had authority to impose a moratorium on refugee admissions and that the district court’s injunction on admissions should be stayed, Judge Lee said he and the majority departed on whether the federal government has a legal duty to provide services to", those who were recently admitted before the suspension went into effect.,"In Pacito v. Trump, after agreeing that the President had authority to impose a moratorium on refugee admissions and that the district court’s injunction on admissions should be stayed, Judge Lee said he and the majority departed on whether the federal government has a legal duty to provide services to those who were recently admitted before the suspension went into effect.",Clear suffix identifies the affected group coherently.
Santos_v_Kimmel,28,19,13,ACCEPT,True,accepted,6,"According to the opinion in ""Santos v. Kimmel"", when the court considered whether a secondary use was transformative in this copyright action, it said that whether a secondary use is transformative turns on"," what a reasonable observer thinks, not the subjective intent of the copyright holder or that of the secondary user.","According to the opinion in ""Santos v. Kimmel"", when the court considered whether a secondary use was transformative in this copyright action, it said that whether a secondary use is transformative turns on what a reasonable observer thinks, not", the subjective intent of the copyright holder or that of the secondary user.,"According to the opinion in ""Santos v. Kimmel"", when the court considered whether a secondary use was transformative in this copyright action, it said that whether a secondary use is transformative turns on what a reasonable observer thinks, not the subjective intent of the copyright holder or that of the secondary user.",Clear suffix states what does not control the issue.
Santos_v_Kimmel,31,9,8,ACCEPT,True,accepted,1,"According to the opinion in ""Santos v. Kimmel"", during its discussion of whether the videos were transformative for fair-use purposes, the court said a reasonable observer would think the videos conveyed ""feelings of hope, strength, perseverance, encouragement, and positivity,""", not a willingness to say absurd things for money.,"According to the opinion in ""Santos v. Kimmel"", during its discussion of whether the videos were transformative for fair-use purposes, the court said a reasonable observer would think the videos conveyed ""feelings of hope, strength, perseverance, encouragement, and positivity,"" not", a willingness to say absurd things for money.,"According to the opinion in ""Santos v. Kimmel"", during its discussion of whether the videos were transformative for fair-use purposes, the court said a reasonable observer would think the videos conveyed ""feelings of hope, strength, perseverance, encouragement, and positivity,"" not a willingness to say absurd things for money.",Moving only not into the probe leaves the answer coherent.
Santos_v_Kimmel,54,22,11,ACCEPT,True,accepted,11,"According to the opinion in ""Santos v. Kimmel"", when the court discussed Santos’s state-law contract claim, it said Santos’s complaint does not allege in nonconclusory language"," the essential terms of the parties’ . . . contract, including those specific provisions of the contract upon which liability is predicated.","According to the opinion in ""Santos v. Kimmel"", when the court discussed Santos’s state-law contract claim, it said Santos’s complaint does not allege in nonconclusory language the essential terms of the parties’ . . . contract, including", those specific provisions of the contract upon which liability is predicated.,"According to the opinion in ""Santos v. Kimmel"", when the court discussed Santos’s state-law contract claim, it said Santos’s complaint does not allege in nonconclusory language the essential terms of the parties’ . . . contract, including those specific provisions of the contract upon which liability is predicated.",Clear suffix preserves the specific contractual detail.
Santos_v_Kimmel,56,9,6,ACCEPT,True,accepted,3,"According to the opinion in ""Santos v. Kimmel"", when discussing Santos’s implied-in-fact contract claim, the court cited App’x 22 ¶¶ 78-79 as failing to plead the essential terms of", the putative implied contract that the Defendants allegedly breached.,"According to the opinion in ""Santos v. Kimmel"", when discussing Santos’s implied-in-fact contract claim, the court cited App’x 22 ¶¶ 78-79 as failing to plead the essential terms of the putative implied", contract that the Defendants allegedly breached.,"According to the opinion in ""Santos v. Kimmel"", when discussing Santos’s implied-in-fact contract claim, the court cited App’x 22 ¶¶ 78-79 as failing to plead the essential terms of the putative implied contract that the Defendants allegedly breached.",Shorter suffix is coherent and preserves the same fact.
Santos_v_Kimmel,57,9,6,ACCEPT,True,accepted,3,"According to the opinion in ""Santos v. Kimmel"", when discussing Santos’s implied-in-fact contract claim, the court cited App’x 22 ¶¶ 78-79 as failing to plead the essential terms of", the putative implied contract that the Defendants allegedly breached.,"According to the opinion in ""Santos v. Kimmel"", when discussing Santos’s implied-in-fact contract claim, the court cited App’x 22 ¶¶ 78-79 as failing to plead the essential terms of the putative implied", contract that the Defendants allegedly breached.,"According to the opinion in ""Santos v. Kimmel"", when discussing Santos’s implied-in-fact contract claim, the court cited App’x 22 ¶¶ 78-79 as failing to plead the essential terms of the putative implied contract that the Defendants allegedly breached.",Shorter suffix is coherent and preserves the same fact.
United_States_v_Constantinescu,12,10,7,ACCEPT,True,accepted,3,"In the case ""United States v. Constantinescu,"" the government alleged that, to “pump” a security’s price, the defendants posted", false and misleading information about the security on [social media].,"In the case ""United States v. Constantinescu,"" the government alleged that, to “pump” a security’s price, the defendants posted false and misleading", information about the security on [social media].,"In the case ""United States v. Constantinescu,"" the government alleged that, to “pump” a security’s price, the defendants posted false and misleading information about the security on [social media].",Shorter suffix is coherent and preserves the same fact.
United_States_v_Constantinescu,19,9,7,ACCEPT,True,accepted,2,"In the case ""United States v. Constantinescu,"" the Fifth Circuit, quoting United States v. Gaytan, stated that an indictment must", enumerate each prima facie element of the charged offense,"In the case ""United States v. Constantinescu,"" the Fifth Circuit, quoting United States v. Gaytan, stated that an indictment must enumerate each", prima facie element of the charged offense,"In the case ""United States v. Constantinescu,"" the Fifth Circuit, quoting United States v. Gaytan, stated that an indictment must enumerate each prima facie element of the charged offense",Shorter suffix is coherent and preserves the same fact.
United_States_v_Constantinescu,26,12,7,ACCEPT,True,accepted,5,"According to the opinion in ""United States v. Constantinescu,"" when explaining the ""scheme to defraud"" element of securities fraud, a material misrepresentation must be intended to deceive others in order to obtain"," something of value, such as money, from the [entity] to be deceived.","According to the opinion in ""United States v. Constantinescu,"" when explaining the ""scheme to defraud"" element of securities fraud, a material misrepresentation must be intended to deceive others in order to obtain something of value, such as"," money, from the [entity] to be deceived.","According to the opinion in ""United States v. Constantinescu,"" when explaining the ""scheme to defraud"" element of securities fraud, a material misrepresentation must be intended to deceive others in order to obtain something of value, such as money, from the [entity] to be deceived.",Shorter suffix is coherent as the quoted example.
United_States_v_Constantinescu,57,9,5,ACCEPT,True,accepted,4,"According to the opinion in ""United States v. Constantinescu,"" Kousisis argued that the fraudulent-inducement theory allowed a conviction even without evidence that", the defendant sought to hurt the victim’s bottom line.,"According to the opinion in ""United States v. Constantinescu,"" Kousisis argued that the fraudulent-inducement theory allowed a conviction even without evidence that the defendant sought to", hurt the victim’s bottom line.,"According to the opinion in ""United States v. Constantinescu,"" Kousisis argued that the fraudulent-inducement theory allowed a conviction even without evidence that the defendant sought to hurt the victim’s bottom line.",Shorter suffix is coherent and preserves the same fact.
United_States_v_Constantinescu,59,20,17,ACCEPT,True,accepted,3,"In the case ""United States v. Constantinescu,"" where the court was considering whether the indictment sufficiently alleged an intent to defraud, the indictment alleged that the defendants posted", false and misleading information about the security . . . so that other investors were induced to purchase the security.,"In the case ""United States v. Constantinescu,"" where the court was considering whether the indictment sufficiently alleged an intent to defraud, the indictment alleged that the defendants posted false and misleading", information about the security . . . so that other investors were induced to purchase the security.,"In the case ""United States v. Constantinescu,"" where the court was considering whether the indictment sufficiently alleged an intent to defraud, the indictment alleged that the defendants posted false and misleading information about the security . . . so that other investors were induced to purchase the security.",Shorter suffix is coherent and preserves the same fact.
United_States_v_Jaison_Coleman,22,14,12,ACCEPT,True,accepted,2,"According to the opinion in ""United States v. Jaison L. Coleman,"" the pertinent facts described in the opinion were provided by", body camera footage recorded by Officer Kizer and his colleagues at the Coleman home.,"According to the opinion in ""United States v. Jaison L. Coleman,"" the pertinent facts described in the opinion were provided by body camera", footage recorded by Officer Kizer and his colleagues at the Coleman home.,"According to the opinion in ""United States v. Jaison L. Coleman,"" the pertinent facts described in the opinion were provided by body camera footage recorded by Officer Kizer and his colleagues at the Coleman home.",Shorter suffix is coherent and preserves the same fact.
United_States_v_Jaison_Coleman,44,13,7,ACCEPT,True,accepted,6,"According to the opinion in ""United States v. Jaison L. Coleman,"" after Coleman moved to suppress firearms recovered from his home in a federal felon-in-possession prosecution under 18 U.S.C. § 922(g)(1) and the district court adopted the magistrate judge’s finding that Lisa consented to the officers’ entry, Coleman argued that", the officers’ activity inside the home exceeded the scope of his wife’s consent.,"According to the opinion in ""United States v. Jaison L. Coleman,"" after Coleman moved to suppress firearms recovered from his home in a federal felon-in-possession prosecution under 18 U.S.C. § 922(g)(1) and the district court adopted the magistrate judge’s finding that Lisa consented to the officers’ entry, Coleman argued that the officers’ activity inside the home", exceeded the scope of his wife’s consent.,"According to the opinion in ""United States v. Jaison L. Coleman,"" after Coleman moved to suppress firearms recovered from his home in a federal felon-in-possession prosecution under 18 U.S.C. § 922(g)(1) and the district court adopted the magistrate judge’s finding that Lisa consented to the officers’ entry, Coleman argued that the officers’ activity inside the home exceeded the scope of his wife’s consent.",Shorter suffix is coherent and preserves the same fact.
United_States_v_Jaison_Coleman,48,10,7,ACCEPT,True,accepted,3,"According to the opinion in ""United States v. Jaison L. Coleman,"" when a third party gives consent to search a place in which both the third party and the defendant have legitimate expectations of privacy, a defendant may challenge", the validity of the consent given by the third party.,"According to the opinion in ""United States v. Jaison L. Coleman,"" when a third party gives consent to search a place in which both the third party and the defendant have legitimate expectations of privacy, a defendant may challenge the validity of", the consent given by the third party.,"According to the opinion in ""United States v. Jaison L. Coleman,"" when a third party gives consent to search a place in which both the third party and the defendant have legitimate expectations of privacy, a defendant may challenge the validity of the consent given by the third party.",Shorter suffix is coherent and preserves the same fact.
United_States_v_Jaison_Coleman,69,14,12,ACCEPT,True,accepted,2,"According to the opinion in ""United States v. Jaison L. Coleman,"" the appellate court’s action was to", affirm the district court’s finding that Lisa consented to the police entering her home.,"According to the opinion in ""United States v. Jaison L. Coleman,"" the appellate court’s action was to affirm the", district court’s finding that Lisa consented to the police entering her home.,"According to the opinion in ""United States v. Jaison L. Coleman,"" the appellate court’s action was to affirm the district court’s finding that Lisa consented to the police entering her home.",Shorter suffix is coherent and preserves the same fact.
United_States_v_Justin_Cutbank,8,12,7,ACCEPT,True,accepted,5,"According to the opinion in ""United States v. Justin Cutbank"", a district court may decline to instruct the jury about each item of evidence at the time that evidence is admitted", if the court provides an appropriate instruction at the close of trial.,"According to the opinion in ""United States v. Justin Cutbank"", a district court may decline to instruct the jury about each item of evidence at the time that evidence is admitted if the court provides an", appropriate instruction at the close of trial.,"According to the opinion in ""United States v. Justin Cutbank"", a district court may decline to instruct the jury about each item of evidence at the time that evidence is admitted if the court provides an appropriate instruction at the close of trial.",Shorter suffix is coherent and preserves the same fact.
United_States_v_Justin_Cutbank,9,11,8,ACCEPT,True,accepted,3,"In the case ""United States v. Justin Cutbank"", the defense tried to undermine C.F.’s testimony that she had seen the gun used during the incident “once or twice” before by", cross-examining her about prior statements she made to a police investigator.,"In the case ""United States v. Justin Cutbank"", the defense tried to undermine C.F.’s testimony that she had seen the gun used during the incident “once or twice” before by cross-examining her about", prior statements she made to a police investigator.,"In the case ""United States v. Justin Cutbank"", the defense tried to undermine C.F.’s testimony that she had seen the gun used during the incident “once or twice” before by cross-examining her about prior statements she made to a police investigator.",Shorter suffix is coherent and preserves the same fact.
United_States_v_Justin_Cutbank,29,18,8,ACCEPT,True,accepted,10,"In the case ""United States v. Justin Cutbank"", the district court concluded that testimony from D.F. and C.F. that they had previously seen Cutbank with a sawed-off Marlin .22 caliber rifle would be", intrinsic evidence relevant to proving the possession charge and demonstrating continuous possession of the firearm before the incident.,"In the case ""United States v. Justin Cutbank"", the district court concluded that testimony from D.F. and C.F. that they had previously seen Cutbank with a sawed-off Marlin .22 caliber rifle would be intrinsic evidence relevant to proving the possession charge and demonstrating", continuous possession of the firearm before the incident.,"In the case ""United States v. Justin Cutbank"", the district court concluded that testimony from D.F. and C.F. that they had previously seen Cutbank with a sawed-off Marlin .22 caliber rifle would be intrinsic evidence relevant to proving the possession charge and demonstrating continuous possession of the firearm before the incident.",Shorter suffix is coherent and preserves the same fact.
United_States_v_Justin_Cutbank,33,9,8,ACCEPT,True,accepted,1,"In the case ""United States v. Justin Cutbank"", where the district court allowed testimony as intrinsic evidence on the possession charge rather than excluding it under Federal Rule of Evidence 404(b), D.F. testified she had seen Cutbank with the sawed-off rifle", a “handful of times” before the incident at issue.,"In the case ""United States v. Justin Cutbank"", where the district court allowed testimony as intrinsic evidence on the possession charge rather than excluding it under Federal Rule of Evidence 404(b), D.F. testified she had seen Cutbank with the sawed-off rifle a", “handful of times” before the incident at issue.,"In the case ""United States v. Justin Cutbank"", where the district court allowed testimony as intrinsic evidence on the possession charge rather than excluding it under Federal Rule of Evidence 404(b), D.F. testified she had seen Cutbank with the sawed-off rifle a “handful of times” before the incident at issue.",Shorter suffix is coherent and preserves the same fact.
United_States_v_Justin_Cutbank,36,9,7,ACCEPT,True,accepted,2,"In the case ""United States v. Justin Cutbank"", Cutbank sought a pretrial jury instruction to limit how the jury could use D.F.'s statements to police because of hearsay and Confrontation Clause concerns, and the government's argument was that those statements would establish the context for", police officer actions and their knowledge at the time,"In the case ""United States v. Justin Cutbank"", Cutbank sought a pretrial jury instruction to limit how the jury could use D.F.'s statements to police because of hearsay and Confrontation Clause concerns, and the government's argument was that those statements would establish the context for police officer", actions and their knowledge at the time,"In the case ""United States v. Justin Cutbank"", Cutbank sought a pretrial jury instruction to limit how the jury could use D.F.'s statements to police because of hearsay and Confrontation Clause concerns, and the government's argument was that those statements would establish the context for police officer actions and their knowledge at the time",Shorter suffix is coherent and preserves the same fact.
United_States_v_Justin_Cutbank,39,24,12,ACCEPT,True,accepted,12,"According to the opinion in ""United States v. Justin Cutbank"", when reviewing whether the district court should have given a limiting instruction at the time evidence was admitted, the court said it need not instruct the jury", regarding each item of evidence at the time the evidence is admitted if the court provides an appropriate instruction at the close of trial,"According to the opinion in ""United States v. Justin Cutbank"", when reviewing whether the district court should have given a limiting instruction at the time evidence was admitted, the court said it need not instruct the jury regarding each item of evidence at the time the evidence is admitted", if the court provides an appropriate instruction at the close of trial,"According to the opinion in ""United States v. Justin Cutbank"", when reviewing whether the district court should have given a limiting instruction at the time evidence was admitted, the court said it need not instruct the jury regarding each item of evidence at the time the evidence is admitted if the court provides an appropriate instruction at the close of trial",Shorter suffix is coherent and preserves the same fact.
United_States_v_Justin_Cutbank,45,18,8,ACCEPT,True,accepted,10,"In the case ""United States v. Justin Cutbank"", on appeal Cutbank cited no authority refuting the district court’s pretrial ruling that testimony about his prior possession of the sawed-off rifle was", intrinsic evidence relevant to proving the possession charge and demonstrating continuous possession of the firearm before the incident.,"In the case ""United States v. Justin Cutbank"", on appeal Cutbank cited no authority refuting the district court’s pretrial ruling that testimony about his prior possession of the sawed-off rifle was intrinsic evidence relevant to proving the possession charge and demonstrating", continuous possession of the firearm before the incident.,"In the case ""United States v. Justin Cutbank"", on appeal Cutbank cited no authority refuting the district court’s pretrial ruling that testimony about his prior possession of the sawed-off rifle was intrinsic evidence relevant to proving the possession charge and demonstrating continuous possession of the firearm before the incident.",Shorter suffix is coherent and preserves the same fact.
United_States_v_Justin_Cutbank,51,13,9,ACCEPT,True,accepted,4,"In the case ""United States v. Justin Cutbank"", the government’s brief described one of Cutbank’s appellate claims concerning the district court’s handling of his cross-examination of C.F. on her testimony about gun possession as a claim that the district court", ‘thwarted’ his efforts to cross-examine C.F. on her testimony regarding the gun possession,"In the case ""United States v. Justin Cutbank"", the government’s brief described one of Cutbank’s appellate claims concerning the district court’s handling of his cross-examination of C.F. on her testimony about gun possession as a claim that the district court ‘thwarted’ his efforts to", cross-examine C.F. on her testimony regarding the gun possession,"In the case ""United States v. Justin Cutbank"", the government’s brief described one of Cutbank’s appellate claims concerning the district court’s handling of his cross-examination of C.F. on her testimony about gun possession as a claim that the district court ‘thwarted’ his efforts to cross-examine C.F. on her testimony regarding the gun possession",Shorter suffix is coherent and preserves the same fact.
United_States_v_Justin_Cutbank,56,12,7,ACCEPT,True,accepted,5,"According to the opinion in ""United States v. Justin Cutbank"", the court will reverse an erroneous evidentiary ruling only if", the jury may have been substantially swayed by the improperly admitted evidence.,"According to the opinion in ""United States v. Justin Cutbank"", the court will reverse an erroneous evidentiary ruling only if the jury may have been", substantially swayed by the improperly admitted evidence.,"According to the opinion in ""United States v. Justin Cutbank"", the court will reverse an erroneous evidentiary ruling only if the jury may have been substantially swayed by the improperly admitted evidence.",Shorter suffix is coherent and preserves the same fact.
United_States_v_Justin_Cutbank,67,9,4,ACCEPT,True,accepted,5,"In the case ""United States v. Justin Cutbank"", during sentencing on the felon-in-possession conviction, the district court adopted, without objection,", the PSR’s factual statements regarding Cutback’s prior felony convictions.,"In the case ""United States v. Justin Cutbank"", during sentencing on the felon-in-possession conviction, the district court adopted, without objection, the PSR’s factual statements regarding", Cutback’s prior felony convictions.,"In the case ""United States v. Justin Cutbank"", during sentencing on the felon-in-possession conviction, the district court adopted, without objection, the PSR’s factual statements regarding Cutback’s prior felony convictions.",Shorter suffix is coherent and preserves the same fact.
United_States_v_Justin_Cutbank,73,10,6,ACCEPT,True,accepted,4,"In the case ""United States v. Justin Cutbank"", quoting Gall v. United States on how a district court should determine an appropriate sentence, the court said a district court should begin", all sentencing proceedings by correctly calculating the applicable Guidelines range.,"In the case ""United States v. Justin Cutbank"", quoting Gall v. United States on how a district court should determine an appropriate sentence, the court said a district court should begin all sentencing proceedings by", correctly calculating the applicable Guidelines range.,"In the case ""United States v. Justin Cutbank"", quoting Gall v. United States on how a district court should determine an appropriate sentence, the court said a district court should begin all sentencing proceedings by correctly calculating the applicable Guidelines range.",Shorter suffix is coherent and preserves the same fact.
United_States_v_Justin_Cutbank,74,14,9,ACCEPT,True,accepted,5,"According to the opinion in ""United States v. Justin Cutbank"", before an appellate court considers the substantive reasonableness of a sentence in reviewing the district court's Guidelines calculation, it must first ensure the district court committed no"," significant procedural error, such as failing to calculate (or improperly calculating) the Guidelines range.","According to the opinion in ""United States v. Justin Cutbank"", before an appellate court considers the substantive reasonableness of a sentence in reviewing the district court's Guidelines calculation, it must first ensure the district court committed no significant procedural error, such as", failing to calculate (or improperly calculating) the Guidelines range.,"According to the opinion in ""United States v. Justin Cutbank"", before an appellate court considers the substantive reasonableness of a sentence in reviewing the district court's Guidelines calculation, it must first ensure the district court committed no significant procedural error, such as failing to calculate (or improperly calculating) the Guidelines range.",Shorter suffix is coherent and preserves the same fact.
United_States_v_Justin_Cutbank,75,9,7,ACCEPT,True,accepted,2,"According to the opinion in ""United States v. Justin Cutbank"", before reviewing the substantive reasonableness of a sentence, a court of appeals must first check for a significant procedural sentencing error such as", failing to calculate (or improperly calculating) the Guidelines range,"According to the opinion in ""United States v. Justin Cutbank"", before reviewing the substantive reasonableness of a sentence, a court of appeals must first check for a significant procedural sentencing error such as failing to", calculate (or improperly calculating) the Guidelines range,"According to the opinion in ""United States v. Justin Cutbank"", before reviewing the substantive reasonableness of a sentence, a court of appeals must first check for a significant procedural sentencing error such as failing to calculate (or improperly calculating) the Guidelines range",Shorter suffix is coherent and preserves the same fact.
Williams_v_GoAuto_Insurance,1,11,4,ACCEPT,True,accepted,7,"According to the opinion in ""Williams v. GoAuto Insurance"", a class action alleging improper cancellation of insurance policies was removed from Louisiana state court to", the United States District Court for the Middle District of Louisiana.,"According to the opinion in ""Williams v. GoAuto Insurance"", a class action alleging improper cancellation of insurance policies was removed from Louisiana state court to the United States District Court for the", Middle District of Louisiana.,"According to the opinion in ""Williams v. GoAuto Insurance"", a class action alleging improper cancellation of insurance policies was removed from Louisiana state court to the United States District Court for the Middle District of Louisiana.",Shorter suffix is coherent and preserves the same fact.
Williams_v_GoAuto_Insurance,18,9,7,ACCEPT,True,accepted,2,"According to the opinion in ""Williams v. GoAuto Insurance"", former insureds challenging the insurer’s cancellation procedures under the Louisiana statute governing cancellation for nonpayment to the company that financed the premiums alleged that the statutory noncompliance resulted in", misrepresentations and breach of good faith and fair dealing.,"According to the opinion in ""Williams v. GoAuto Insurance"", former insureds challenging the insurer’s cancellation procedures under the Louisiana statute governing cancellation for nonpayment to the company that financed the premiums alleged that the statutory noncompliance resulted in misrepresentations and", breach of good faith and fair dealing.,"According to the opinion in ""Williams v. GoAuto Insurance"", former insureds challenging the insurer’s cancellation procedures under the Louisiana statute governing cancellation for nonpayment to the company that financed the premiums alleged that the statutory noncompliance resulted in misrepresentations and breach of good faith and fair dealing.",Shorter suffix is coherent and preserves the same fact.
Williams_v_GoAuto_Insurance,30,9,8,ACCEPT,True,accepted,1,"According to the opinion in ""Williams v. GoAuto Insurance"", under La. Rev. Stat. § 9:3550(G)(3)(a)(iv), copies of the notice of cancellation must be sent to all persons shown by the premium finance agreement to have", an interest in any loss which may occur thereunder,"According to the opinion in ""Williams v. GoAuto Insurance"", under La. Rev. Stat. § 9:3550(G)(3)(a)(iv), copies of the notice of cancellation must be sent to all persons shown by the premium finance agreement to have an", interest in any loss which may occur thereunder,"According to the opinion in ""Williams v. GoAuto Insurance"", under La. Rev. Stat. § 9:3550(G)(3)(a)(iv), copies of the notice of cancellation must be sent to all persons shown by the premium finance agreement to have an interest in any loss which may occur thereunder",Shorter suffix is coherent and preserves the same fact.
Williams_v_GoAuto_Insurance,32,9,8,ACCEPT,True,accepted,1,"According to the opinion in ""Williams v. GoAuto Insurance"", where Louisiana courts held that strict adherence to the statutory cancellation requirements is needed when a premium finance company seeks to cancel an insurance policy, the finance company must exercise", its power of attorney to cancel an insurance policy.,"According to the opinion in ""Williams v. GoAuto Insurance"", where Louisiana courts held that strict adherence to the statutory cancellation requirements is needed when a premium finance company seeks to cancel an insurance policy, the finance company must exercise its", power of attorney to cancel an insurance policy.,"According to the opinion in ""Williams v. GoAuto Insurance"", where Louisiana courts held that strict adherence to the statutory cancellation requirements is needed when a premium finance company seeks to cancel an insurance policy, the finance company must exercise its power of attorney to cancel an insurance policy.",Shorter suffix is coherent and preserves the same fact.
Williams_v_GoAuto_Insurance,33,14,8,ACCEPT,True,accepted,6,"According to the opinion in ""Williams v. GoAuto Insurance"", one function served by strict adherence to Louisiana’s statute for cancelling financed insurance policies is that", it provides a clear method of fixing the exact time and date of cancellation,"According to the opinion in ""Williams v. GoAuto Insurance"", one function served by strict adherence to Louisiana’s statute for cancelling financed insurance policies is that it provides a clear method of", fixing the exact time and date of cancellation,"According to the opinion in ""Williams v. GoAuto Insurance"", one function served by strict adherence to Louisiana’s statute for cancelling financed insurance policies is that it provides a clear method of fixing the exact time and date of cancellation",Shorter suffix is coherent and preserves the same fact.
Williams_v_GoAuto_Insurance,34,12,5,ACCEPT,True,accepted,7,"According to the opinion in ""Williams v. GoAuto Insurance"", the second function served by strict adherence to Louisiana’s statute governing cancellation of financed insurance policies is that", it grants a minimum time during which the default may be cured,"According to the opinion in ""Williams v. GoAuto Insurance"", the second function served by strict adherence to Louisiana’s statute governing cancellation of financed insurance policies is that it grants a minimum time during which", the default may be cured,"According to the opinion in ""Williams v. GoAuto Insurance"", the second function served by strict adherence to Louisiana’s statute governing cancellation of financed insurance policies is that it grants a minimum time during which the default may be cured",Shorter suffix is coherent and preserves the same fact.
Williams_v_GoAuto_Insurance,40,9,8,ACCEPT,True,accepted,1,"According to the opinion in ""Williams v. GoAuto Insurance"", APAC’s request for cancellation states that copies of the notices are enclosed and", the affidavit proof of mailing is available upon request.,"According to the opinion in ""Williams v. GoAuto Insurance"", APAC’s request for cancellation states that copies of the notices are enclosed and the", affidavit proof of mailing is available upon request.,"According to the opinion in ""Williams v. GoAuto Insurance"", APAC’s request for cancellation states that copies of the notices are enclosed and the affidavit proof of mailing is available upon request.",Shorter suffix is coherent and preserves the same fact.
Williams_v_GoAuto_Insurance,49,11,10,ACCEPT,True,accepted,1,"According to the opinion in ""Williams v. GoAuto Insurance"", the Louisiana court in Hodges allowed cancellation upon receipt of", such notice of cancellation and statement from the premium finance company.,"According to the opinion in ""Williams v. GoAuto Insurance"", the Louisiana court in Hodges allowed cancellation upon receipt of such", notice of cancellation and statement from the premium finance company.,"According to the opinion in ""Williams v. GoAuto Insurance"", the Louisiana court in Hodges allowed cancellation upon receipt of such notice of cancellation and statement from the premium finance company.",Shorter suffix is coherent and preserves the same fact.
Williams_v_GoAuto_Insurance,73,9,7,ACCEPT,True,accepted,2,"According to the opinion in ""Williams v. GoAuto Insurance"", after the GoAuto computer system has already effected cancellation and no person is involved until later in the morning, an APAC employee", uses a signature stamp on the printed cancellation documents.,"According to the opinion in ""Williams v. GoAuto Insurance"", after the GoAuto computer system has already effected cancellation and no person is involved until later in the morning, an APAC employee uses a", signature stamp on the printed cancellation documents.,"According to the opinion in ""Williams v. GoAuto Insurance"", after the GoAuto computer system has already effected cancellation and no person is involved until later in the morning, an APAC employee uses a signature stamp on the printed cancellation documents.",Shorter suffix is coherent and preserves the same fact.
Williams_v_GoAuto_Insurance,75,9,8,ACCEPT,True,accepted,1,"According to the opinion in ""Williams v. GoAuto Insurance"", the district court held GoAuto’s cancellation procedures complied with the Louisiana statute in a different way because the key person was", the APAC employee who delivers the notices of cancellation,"According to the opinion in ""Williams v. GoAuto Insurance"", the district court held GoAuto’s cancellation procedures complied with the Louisiana statute in a different way because the key person was the", APAC employee who delivers the notices of cancellation,"According to the opinion in ""Williams v. GoAuto Insurance"", the district court held GoAuto’s cancellation procedures complied with the Louisiana statute in a different way because the key person was the APAC employee who delivers the notices of cancellation",Manual review: moving only the article leaves a coherent target.
